AF.01.1109,Shighnan District__Shighnan District
RO.21.90262,Comuna Martinesti__Comuna Mărtineşti
RO.33.144893,Comuna Marpod__Comuna Marpod
RO.06.33765,Comuna Mariselu__Comuna Mărişelu
RO.13.58534,Comuna Marisel__Comuna Mărişel
RO.28.123175,Comuna Margineni__Comuna Mărgineni
RO.04.20466,Comuna Margineni__Comuna Mărgineni
RO.34.149290,Comuna Marginea__Comuna Marginea
RO.36.157585,Comuna Margina__Comuna Margina
RO.05.26877,Municipiul Marghita__Municipiul Marghita
RO.13.58464,Comuna Margau__Comuna Mărgău
RO.11.47417,Comuna Margaritesti__Comuna Mărgăriteşti
RO.12.53210,Comuna Marga__Comuna Marga
RO.22.179980,Comuna Marculesti__Comuna Mărculeşti
RO.31.141946,Comuna Marca__Comuna Marca
RO.08.43493,Comuna Marasu__Comuna Măraşu
RO.11.47373,Comuna Maracineni__Comuna Mărăcineni
RO.03.13365,Comuna Maracineni__Comuna Mărăcineni
RO.07.37958,Comuna Manoleasa__Comuna Manoleasa
RO.16.68002,Comuna Manesti__Comuna Măneşti
RO.30.134194,Comuna Manesti__Comuna Măneşti
RO.36.157736,Comuna Manastiur__Comuna Mănăştiur
RO.22.100736,Comuna Manasia__Comuna Manasia
RO.38.164829,Comuna Malusteni__Comuna Măluşteni
RO.03.17049,Comuna Malureni__Comuna Mălureni
RO.16.67942,Comuna Malu cu Flori__Comuna Malu cu Flori
RO.17.73068,Comuna Malu Mare__Comuna Malu Mare
RO.42.179739,Comuna Malu__Comuna Malu
RO.26.112664,Comuna Malovatu__Comuna Malovãţ
RO.15.64504,Comuna Malnas__Comuna Malnaş
RO.34.149316,Comuna Malini__Comuna Mălini
RO.39.171272,Comuna Maldaresti__Comuna Măldăreşti
RO.35.153277,Comuna Maldaeni__Comuna Măldăeni
RO.39.171021,Comuna Malaia__Comuna Malaia
RO.06.33621,Comuna Maieru__Comuna Măieru
RO.40.176613,Comuna Maicanesti__Comuna Măicăneşti
RO.22.179800,Comuna Maia__Comuna Maia
RO.37.160724,Comuna Mahmudia__Comuna Mahmudia
RO.30.134050,Comuna Magureni__Comuna Măgureni
RO.30.134014,Comuna Magurele__Comuna Măgurele
RO.43.179409,Comuna Magurele__Oraş Mãgurele
RO.06.33729,Comuna Magura Ilvei__Comuna Măgura Ilvei
RO.04.20411,Comuna Magura__Comuna Măgura
RO.11.47337,Comuna Magura__Comuna Măgura
RO.35.153240,Comuna Magura__Comuna Măgura
RO.17.73031,Comuna Maglavit__Comuna Maglavit
RO.04.23387,Comuna Magiresti__Comuna Măgireşti
RO.27.118094,Comuna Magherani__Comuna Măgherani
RO.05.30069,Comuna Magesti__Comuna Măgeşti
RO.09.41382,Comuna Maierus__Comuna Mãieruş
RO.31.142006,Comuna Maeriste__Comuna Măerişte
RO.39.171209,Comuna Madulari-Beica__Comuna Mădulari-Beica
RO.23.97777,Comuna Madarjac__Comuna Mădârjac
RO.05.30014,Comuna Madaras__Comuna Mădăraş
RO.27.120502,Comuna Madaras__Comuna Mădăraş
RO.20.86438,Comuna Madaras__Comuna Mădăraş
RO.17.73013,Comuna Macesu de Sus__Comuna Măceşu de Sus
RO.17.72980,Comuna Macesu de Jos__Comuna Măceşu de Jos
RO.02.11398,Comuna Macea__Comuna Macea
RO.41.93931,Comuna Lupsanu__Comuna Lupşanu
RO.01.5336,Comuna Lupsa__Comuna Lupşa
RO.20.84825,Comuna Lupeni__Comuna Lupeni
RO.12.53167,Comuna Lupac__Comuna Lupac
RO.16.67906,Comuna Lunguletu__Comuna Lunguleţu
RO.39.170952,Comuna Lungesti__Comuna Lungeşti
RO.23.97722,Comuna Lungani__Comuna Lungani
RO.37.160680,Comuna Luncavita__Comuna Luncaviţa
RO.12.53130,Comuna Luncavita__Comuna Luncaviţa
RO.01.5309,Comuna Lunca Muresului__Comuna Lunca Mureşului
RO.06.33603,Comuna Lunca Ilvei__Comuna Lunca Ilvei
RO.20.84754,Comuna Lunca de Sus__Comuna Lunca de Sus
RO.20.84656,Comuna Lunca de Jos__Comuna Lunca de Jos
RO.27.118058,Comuna Lunca Bradului__Comuna Lunca Bradului
RO.38.164749,Comuna Lunca Banului__Comuna Lunca Banului
RO.07.37912,Comuna Lunca__Comuna Lunca
RO.27.117998,Comuna Lunca__Comuna Lunca
RO.05.29948,Comuna Lunca__Comuna Lunca
RO.13.58311,Comuna Luna__Comuna Luna
RO.41.104083,Comuna Luica__Comuna Luica
RO.20.84629,Comuna Lueta__Comuna Lueta
RO.27.114710,Comuna Ludus__Oraş Luduş
RO.33.144866,Comuna Ludos__Comuna Ludoş
RO.16.67835,Comuna Ludesti__Comuna Ludeşti
RO.11.47300,Comuna Luciu__Comuna Luciu
RO.16.67773,Comuna Lucieni__Comuna Lucieni
RO.07.39942,Comuna Lozna__Comuna Lozna
RO.31.141884,Comuna Lozna__Comuna Lozna
RO.36.157530,Comuna Lovrin__Comuna Lovrin
RO.11.47186,Comuna Lopatari__Comuna Lopătari
RO.01.5210,Comuna Lopadea Noua__Comuna Lopadea Nouă
RO.19.80766,Comuna Logresti-Mosteni__Comuna Logreşti-Moşteni
RO.33.144795,Comuna Loamnes__Comuna Loamneş
RO.01.5167,Comuna Livezile__Comuna Livezile
RO.32.138039,Oras Livada__Oraș Livada
RO.02.9333,Comuna Livada__Comuna Livada
RO.34.149227,Comuna Liteni__Oraş Liteni
RO.35.151763,Comuna Lita__Comuna Liţa
RO.09.41346,Comuna Lisa__Comuna Lisa
RO.35.153124,Comuna Lisa__Comuna Lisa
RO.17.72953,Comuna Lipovu__Comuna Lipovu
RO.38.164687,Comuna Lipovat__Comuna Lipovăţ
RO.04.23207,Comuna Lipova__Comuna Lipova
RO.14.62057,Comuna Lipnita__Comuna Lipniţa
RO.30.133964,Comuna Lipanesti__Comuna Lipăneşti
RO.14.60632,Comuna Limanu__Comuna Limanu
RO.18.76674,Comuna Liesti__Comuna Lieşti
RO.36.157497,Comuna Liebling__Comuna Liebling
RO.19.80711,Comuna Licuriciu__Comuna Licurici
RO.17.72926,Comuna Leu__Comuna Leu
RO.04.20359,Comuna Letea Veche__Comuna Letea Veche
RO.42.104047,Comuna Letca Noua__Comuna Letca Nouă
RO.23.97679,Comuna Letcani__Comuna Leţcani
RO.31.141786,Comuna Letca__Comuna Letca
RO.06.33514,Comuna Lesu__Comuna Leşu
RO.23.97606,Comuna Lespezi__Comuna Lespezi
RO.03.16908,Comuna Leresti__Comuna Lereşti
RO.25.108240,Comuna Leordina__Comuna Leordina
RO.03.16757,Comuna Leordeni__Comuna Leordeni
RO.07.37850,Comuna Leorda__Comuna Leorda
RO.36.157451,Comuna Lenauheim__Comuna Lenauheim
RO.15.64461,Comuna Lemnia__Comuna Lemnia
RO.20.86479,Comuna Leliceni__Comuna Leliceni
RO.19.80677,Comuna Lelesti__Comuna Leleşti
RO.21.90066,Comuna Lelese__Comuna Lelese
RO.29.127411,Comuna Leleasca__Comuna Leleasca
RO.41.93851,Comuna Lehliu__Comuna Lehliu
RO.06.33435,Comuna Lechinta__Comuna Lechinţa
RO.05.29760,Comuna Lazuri de Beius__Comuna Lazuri de Beiuş
RO.32.137960,Comuna Lazuri__Comuna Lazuri
RO.05.29813,Comuna Lazareni__Comuna Lăzăreni
RO.20.84594,Comuna Lazarea__Comuna Lăzarea
RO.38.164598,Comuna Laza__Comuna Laza
RO.33.144731,Comuna Laslea__Comuna Laslea
RO.11.47159,Comuna Largu__Comuna Largu
RO.12.53103,Comuna Lapusnicu Mare__Comuna Lăpuşnicu Mare
RO.12.53069,Comuna Lapusnicel__Comuna Lăpuşnicel
RO.39.170792,Comuna Lapusata__Comuna Lăpuşata
RO.25.108222,Comuna Lapus__Comuna Lăpuş
RO.30.133919,Comuna Laposu__Comuna Lapoş
RO.39.170612,Comuna Lalosu__Comuna Laloşu
RO.39.170685,Comuna Ladesti__Comuna Lădeşti
RO.39.174511,Comuna Lacusteni__Comuna Lăcusteni
RO.37.160644,Comuna Jurilovca__Comuna Jurilovca
RO.19.80613,Comuna Jupanesti__Comuna Jupâneşti
RO.30.133866,Comuna Jugureni__Comuna Jugureni
RO.13.58259,Comuna Jucu__Comuna Jucu
RO.06.33382,Comuna Josenii Bargaului__Comuna Josenii Bârgăului
RO.20.84558,Comuna Joseni__Comuna Joseni
RO.18.76638,Comuna Jorasti__Comuna Jorăşti
RO.42.103997,Comuna Joita__Comuna Joiţa
RO.40.176551,Comuna Jitia__Comuna Jitia
RO.08.43466,Comuna Jirlau__Comuna Jirlău
RO.33.144713,Comuna Jina__Comuna Jina
RO.22.103960,Comuna Jilavele__Comuna Jilavele
RO.43.179383,Comuna Jilava__Comuna Jilava
RO.37.160617,Comuna Jijila__Comuna Jijila
RO.01.5103,Comuna Jidveiu__Comuna Jidvei
RO.31.139811,Oras Jibou__Oraș Jibou
RO.09.41284,Comuna Jibert__Comuna Jibert
RO.41.93815,Comuna Jegalia__Comuna Jegălia
RO.36.157424,Comuna Jebel__Comuna Jebel
RO.40.176506,Comuna Jaristea__Comuna Jariştea
RO.36.157362,Comuna Jamu Mare__Comuna Jamu Mare
RO.13.58204,Comuna Izvoru Crisului__Comuna Izvoru Crişului
RO.26.112469,Comuna Izvoru Barzei__Comuna Izvoru Bârzii
RO.04.23127,Comuna Izvoru Berheciului__Comuna Izvoru Berheciului
RO.03.16739,Comuna Izvoru__Comuna Izvoru
RO.34.149183,Comuna Izvoarele Sucevei__Comuna Izvoarele Sucevei
RO.30.133795,Comuna Izvoarele__Comuna Izvoarele
RO.29.127386,Comuna Izvoarele__Comuna Izvoarele
RO.42.179766,Comuna Isvoarele__Comuna Isvoarele
RO.42.103899,Comuna Izvoarele__Comuna Izvoarele
RO.38.164543,Comuna Ivesti__Comuna Iveşti
RO.18.76601,Comuna Ivesti__Comuna Iveşti
RO.38.164393,Comuna Ivanesti__Comuna Ivăneşti
RO.04.26379,Comuna Itesti__Comuna Iteşti
RO.26.112370,Comuna Isverna__Comuna Isverna
RO.14.62020,Comuna Istria__Comuna Istria
RO.35.151736,Comuna Islaz__Comuna Islaz
RO.29.127368,Comuna Isbiceni__Comuna Izbiceni
RO.17.70094,Comuna Isalnita__Comuna Işalniţa
RO.02.11352,Comuna Iratosu__Comuna Iratoşu
RO.34.146281,Comuna Ipotesti__Comuna Ipoteşti
RO.23.97553,Comuna Ipatele__Comuna Ipatele
RO.31.141722,Comuna Ip__Comuna Ip
RO.30.133722,Comuna Iordachianu__Comuna Iordãcheanu
RO.22.103862,Comuna Ion Roata__Comuna Ion Roată
RO.39.170514,Comuna Ionesti__Comuna Ioneşti
RO.19.80560,Comuna Ionesti__Comuna Ioneşti
RO.28.123102,Comuna Ion Creanga__Comuna Ion Creangă
RO.14.61951,Comuna Ion Corvin__Comuna Ion Corvin
RO.01.4981,Comuna Intregalde__Comuna Întregalde
RO.15.63580,Comuna Intorsura Buzaului__Oraş Întorsura Buzãului
RO.17.74923,Comuna Intorsura__Comuna Întorsura
RO.08.43411,Comuna Insuratei__Oraş Însurãţei
RO.05.29724,Comuna Ineu__Comuna Ineu
RO.02.9538,Comuna Ineu__Oraş Ineu
RO.18.76585,Comuna Independenta__Comuna Independenţa
RO.41.93771,Comuna Independenta__Comuna Independenţa
RO.14.61871,Comuna Independenta__Comuna Independenţa
RO.06.33364,Comuna Ilva Mica__Comuna Ilva Mică
RO.06.33337,Comuna Ilva Mare__Comuna Ilva Mare
RO.26.112263,Comuna Ilovat__Comuna Ilovăt
RO.34.147660,Comuna Ilisesti__Comuna Ilişeşti
RO.15.64425,Comuna Ilieni__Comuna Ilieni
RO.21.89856,Comuna Ilia__Comuna Ilia
RO.31.141580,Comuna Ileanda__Comuna Ileanda
RO.41.103764,Comuna Ileana__Comuna Ileana
RO.02.11307,Comuna Ignesti__Comuna Igneşti
RO.01.4927,Comuna Ighiu__Comuna Ighiu
RO.25.108204,Comuna Ieud__Comuna Ieud
RO.27.117827,Comuna Iernut__Oraş Iernut
RO.27.117783,Comuna Ideciu de Jos__Comuna Ideciu de Jos
RO.28.123013,Comuna Icusesti__Comuna Icuseşti
RO.29.127322,Comuna Icoana__Comuna Icoana
RO.13.58142,Comuna Iclod__Comuna Iclod
RO.27.117667,Comuna Iclanzel__Comuna Iclănzel
RO.27.117550,Comuna Ibanesti Padure__Comuna Ibăneşti Pădure
RO.07.37823,Comuna Ibanesti__Comuna Ibăneşti
RO.38.167222,Comuna Ibanesti__Comuna Ibăneşti
RO.34.151442,Comuna Iaslovat__Comuna Iaslovăţ
RO.13.58008,Comuna Iara__Comuna Iara
RO.29.127288,Comuna Iancu Jianu__Comuna Iancu Jianu
RO.08.43331,Comuna Ianca__Oraş Ianca
RO.29.127251,Comuna Ianca__Comuna Ianca
RO.38.164339,Comuna Iana__Comuna Iana
RO.34.149138,Comuna Iacobeni__Comuna Iacobeni
RO.33.144651,Comuna Iacobeni__Comuna Iacobeni
RO.12.53023,Comuna Iablanita__Comuna Iablaniţa
RO.26.112129,Comuna Husnicioara__Comuna Husnicioara
RO.05.29662,Comuna Husasau de Tinca__Comuna Husasău de Tinca
RO.04.23047,Comuna Huruesti__Comuna Huruieşti
RO.19.80506,Comuna Hurezani__Comuna Hurezani
RO.38.164277,Comuna Dimitrie Cantemir__Comuna Dimitrie Cantemir
RO.16.67675,Comuna Hulubesti__Comuna Hulubeşti
RO.13.55446,Comuna Huedin__Oraş Huedin
RO.07.37770,Comuna Hudesti__Comuna Hudeşti
RO.42.103639,Comuna Hotarele__Comuna Hotarele
RO.34.149049,Comuna Horodniceni__Comuna Horodniceni
RO.31.141535,Comuna Horoatu Crasnei__Comuna Horoatu Crasnei
RO.23.97517,Comuna Horlesti__Comuna Horleşti
RO.37.160528,Comuna Horia__Comuna Horia
RO.14.63278,Comuna Horia__Comuna Horia
RO.04.22941,Comuna Horgesti__Comuna Horgeşti
RO.39.168041,Comuna Horezu__Oraş Horezu
RO.01.4703,Comuna Hoparta__Comuna Hopârta
RO.09.41248,Comuna Homorod__Comuna Homorod
RO.40.176445,Comuna Homocea__Comuna Homocea
RO.05.29573,Comuna Holod__Comuna Holod
RO.23.95159,Comuna Holboca__Comuna Holboca
RO.09.42472,Comuna Holbav__Comuna Holbav
RO.09.41177,Comuna Hoghiz__Comuna Hoghiz
RO.33.144615,Comuna Hoghilag__Comuna Hoghilag
RO.27.117505,Comuna Hodosa__Comuna Hodoşa
RO.32.137844,Comuna Hodod__Comuna Hodod
RO.27.117426,Comuna Hodac__Comuna Hodac
RO.38.164197,Comuna Hoceni__Comuna Hoceni
RO.07.37734,Comuna Hlipiceni__Comuna Hlipiceni
RO.34.151549,Comuna Hartop__Comuna Hârtop
RO.03.16659,Comuna Hartiesti__Comuna Hârtieşti
RO.03.16613,Comuna Harsesti__Comuna Hârseşti
RO.09.41113,Comuna Harseni__Comuna Hârşeni
RO.23.95355,Comuna Harlau__Oraş Hârlãu
RO.26.112076,Comuna Hinova__Comuna Hinova
RO.31.141447,Comuna Hida__Comuna Hida
RO.42.179757,Comuna Herasti__Comuna Herăşti
RO.04.20313,Comuna Hemeiusi__Comuna Hemeiuşi
RO.23.97465,Comuna Helestieni__Comuna Heleşteni
RO.04.22898,Comuna Helegiu__Comuna Helegiu
RO.07.37547,Comuna Havarna__Comuna Havârna
RO.02.11236,Comuna Hasmas__Comuna Hăşmaş
RO.23.100326,Comuna Harmanesti__Comuna Hărmăneşti
RO.09.41088,Comuna Harman__Comuna Hărman
RO.21.89801,Comuna Harau__Comuna Hărău
RO.34.151512,Comuna Hantesti__Comuna Hănţeşti
RO.28.122953,Comuna Hangu__Comuna Hangu
RO.07.37618,Comuna Hanesti__Comuna Hăneşti
RO.37.160476,Comuna Hamcearca__Comuna Hamcearca
RO.32.137764,Comuna Halmeu__Comuna Halmeu
RO.31.141312,Comuna Halmasd__Comuna Halmăşd
RO.02.11058,Comuna Halmagiu__Comuna Hălmagiu
RO.02.11174,Comuna Halmagel__Comuna Hălmăgel
RO.09.41033,Comuna Halchiu__Comuna Hălchiu
RO.23.97438,Comuna Halaucesti__Comuna Hălăuceşti
RO.15.64390,Comuna Haghig__Comuna Hăghig
RO.39.170444,Comuna Gusoeni__Comuna Guşoeni
RO.27.117319,Comuna Gurghiu__Comuna Gurghiu
RO.41.103568,Comuna Gurbanesti__Comuna Gurbăneşti
RO.30.131835,Comuna Gura Vitioarei__Comuna Gura Vitioarei
RO.30.133688,Comuna Gura Vadului__Comuna Gura Vadului
RO.11.47079,Comuna Gura Teghii__Comuna Gura Teghii
RO.16.67648,Comuna Gura Sutii__Comuna Gura Şuţii
RO.21.89687,Comuna Gurasada__Comuna Gurasada
RO.33.144599,Comuna Gura Raului__Comuna Gura Râului
RO.29.130339,Comuna Gura Padinii__Comuna Gura Padinii
RO.16.67595,Comuna Gura Ocnitei__Comuna Gura Ocniţei
RO.22.180046,Comuna Gura Ialomitei__Comuna Gura Ialomiţei
RO.02.10943,Comuna Gurahont__Comuna Gurahonţ
RO.16.65707,Comuna Gura Foii__Comuna Gura Foii
RO.40.176338,Comuna Gura Calitei__Comuna Gura Caliţei
RO.40.176301,Comuna Gugesti__Comuna Gugeşti
RO.28.122908,Comuna Grumazesti__Comuna Grumăzeşti
RO.43.103513,Comuna Gruiu__Comuna Gruiu
RO.26.112030,Comuna Gruia__Comuna Gruia
RO.23.97394,Comuna Grozesti__Comuna Grozeşti
RO.26.111989,Comuna Grozesti__Comuna Grozeşti
RO.25.106363,Comuna Grosi__Comuna Groşi
RO.25.179622,Comuna Grosii Tiblesului__Comuna Groşii Ţibleşului
RO.23.97321,Comuna Gropnita__Comuna Gropniţa
RO.08.43313,Comuna Gropeni__Comuna Gropeni
RO.29.127224,Comuna Grojdibodu__Comuna Grojdibodu
RO.38.164133,Comuna Grivita__Comuna Griviţa
RO.18.76558,Comuna Grivita__Comuna Griviţa
RO.22.93735,Comuna Grivita__Comuna Griviţa
RO.37.160458,Comuna Grindu__Comuna Grindu
RO.22.93717,Comuna Grindu__Comuna Grindu
RO.37.160430,Comuna Greci__Comuna Greci
RO.26.111916,Comuna Greci__Comuna Greci
RO.17.72819,Comuna Grecesti__Comuna Greceşti
RO.27.117275,Comuna Grebenisu de Campie__Comuna Grebenişu de Câmpie
RO.42.103470,Comuna Greaca__Comuna Greaca
RO.11.47006,Comuna Greabanu__Comuna Greabănu
RO.35.153062,Comuna Gratia__Comuna Gratia
RO.34.148970,Comuna Granicesti__Comuna Grăniceşti
RO.02.10916,Comuna Graniceri__Comuna Grăniceri
RO.34.148916,Comuna Gramesti__Comuna Grămeşti
RO.23.97241,Comuna Grajduri__Comuna Grajduri
RO.08.43279,Comuna Gradistea__Comuna Grădiştea
RO.39.170346,Comuna Gradistea__Comuna Grădiştea
RO.43.103443,Comuna Gradistea__Comuna Grădiştea
RO.41.93664,Comuna Gradistea__Comuna Grădiştea
RO.42.103407,Comuna Gradinari__Comuna Grădinari
RO.12.52990,Comuna Gradinari__Comuna Grădinari
RO.14.63326,Comuna Gradina__Comuna Grădina
RO.36.159419,Comuna Gottlob__Comuna Gottlob
RO.42.103354,Comuna Gostinu__Comuna Gostinu
RO.42.103372,Comuna Gostinari__Comuna Goştinari
RO.29.127144,Comuna Gostavatu__Comuna Gostavăţu
RO.30.133615,Comuna Gornet-Cricov__Comuna Gornet-Cricov
RO.30.133562,Comuna Gornet__Comuna Gornet
RO.27.117177,Comuna Gornesti__Comuna Gorneşti
RO.30.133508,Comuna Gorgota__Comuna Gorgota
RO.07.37459,Comuna Gorbanesti__Comuna Gorbăneşti
RO.23.97189,Comuna Gorban__Comuna Gorban
RO.40.178938,Comuna Gologanu__Comuna Gologanu
RO.40.174824,Comuna Golesti__Comuna Goleşti
RO.39.170220,Comuna Golesti__Comuna Goleşti
RO.23.97090,Comuna Golaesti__Comuna Golãieşti
RO.17.72640,Comuna Goicea__Comuna Goicea
RO.18.76497,Comuna Gohor__Comuna Gohor
RO.17.72604,Comuna Gogosu__Comuna Gogoşu
RO.26.111863,Comuna Gogosu__Comuna Gogoşu
RO.42.103309,Comuna Gogosari__Comuna Gogoşari
RO.17.72677,Comuna Goesti__Comuna Goieşti
RO.19.80427,Comuna Godinesti__Comuna Godineşti
RO.03.16551,Comuna Godeni__Comuna Godeni
RO.26.111818,Comuna Godeanu__Comuna Godeanu
RO.27.117113,Comuna Glodeni__Comuna Glodeni
RO.16.67522,Comuna Glodeni__Comuna Glodeni
RO.11.46910,Comuna Glodeanu-Silistea__Comuna Glodeanu-Siliştea
RO.11.46867,Comuna Glodeanu-Sarat__Comuna Glodeanu-Sărat
RO.12.52936,Comuna Glimboca__Comuna Glimboca
RO.39.170168,Comuna Glavile__Comuna Glăvile
RO.04.22834,Comuna Glavanesti__Comuna Glăvăneşti
RO.29.127126,Comuna Giuvarasti__Comuna Giuvărăşti
RO.17.72533,Comuna Giurgita__Comuna Giurgiţa
RO.22.93646,Comuna Giurgeni__Comuna Giurgeni
RO.36.157317,Comuna Giulvaz__Comuna Giulvăz
RO.25.108151,Comuna Giulesti__Comuna Giuleşti
RO.17.72506,Comuna Giubega__Comuna Giubega
RO.28.122702,Comuna Girov__Comuna Girov
RO.36.155314,Comuna Giroc__Comuna Giroc
RO.12.52909,Comuna Garnic__Comuna Gârnic
RO.14.61808,Comuna Garliciu__Comuna Gârliciu
RO.26.111783,Comuna Garla Mare__Comuna Gârla Mare
RO.05.29467,Comuna Girisu de Cris__Comuna Girişu de Criş
RO.01.4525,Comuna Garda de Sus__Comuna Gârda de Sus
RO.29.125588,Comuna Garcov__Comuna Gârcov
RO.28.122828,Comuna Garcina__Comuna Gârcina
RO.38.164062,Comuna Garceni__Comuna Gârceni
RO.22.103283,Comuna Garbovi__Comuna Gârbovi
RO.01.4482,Comuna Garbova__Comuna Gârbova
RO.31.141232,Comuna Garbou__Comuna Gârbou
RO.17.72579,Comuna Gangiova__Comuna Gângiova
RO.31.141134,Comuna Galgau__Comuna Gâlgău
RO.13.57902,Comuna Gilau__Comuna Gilău
RO.17.72463,Comuna Gighera__Comuna Gighera
RO.36.157273,Comuna Giera__Comuna Giera
RO.28.125150,Comuna Gadinti__Comuna Gâdinţi
RO.36.157246,Comuna Giarmata__Comuna Giarmata
RO.36.157193,Comuna Ghizela__Comuna Ghizela
RO.36.155289,Comuna Ghiroda__Comuna Ghiroda
RO.39.170097,Comuna Ghioroiu__Comuna Ghioroiu
RO.02.10872,Comuna Ghioroc__Comuna Ghioroc
RO.17.74915,Comuna Ghindeni__Comuna Ghindeni
RO.27.117042,Comuna Ghindari__Comuna Ghindari
RO.14.61826,Comuna Ghindaresti__Comuna Ghindăreşti
RO.28.125114,Comuna Ghindaoani__Comuna Ghindăoani
RO.29.130311,Comuna Ghimpeteni__Comuna Ghimpeţeni
RO.42.103238,Comuna Ghimpati__Comuna Ghimpaţi
RO.04.22718,Comuna Ghimes-Faget__Comuna Ghimeş-Făget
RO.09.40214,Comuna Ghimbav__Oraş Ghimbav
RO.36.159400,Comuna Ghilad__Comuna Ghilad
RO.18.76406,Comuna Ghidigeni__Comuna Ghidigeni
RO.15.64345,Comuna Ghidfalau__Comuna Ghidfalău
RO.32.137746,Comuna Gherta Mica__Comuna Gherţa Mică
RO.30.133429,Comuna Gherghita__Comuna Gherghiţa
RO.38.163967,Comuna Gherghesti__Comuna Ghergheşti
RO.11.46830,Comuna Ghergheasa__Comuna Ghergheasa
RO.17.72409,Comuna Ghercesti__Comuna Gherceşti
RO.11.46803,Comuna Gheraseni__Comuna Gherăseni
RO.28.122668,Comuna Gheraesti__Comuna Gherăeşti
RO.22.93628,Comuna Gheorghe Lazar__Comuna Gheorghe Lazăr
RO.04.20563,Municipiul Onesti__Municipiul Oneşti
RO.15.64318,Comuna Ghelinta__Comuna Ghelinţa
RO.21.86883,Comuna Ghelar__Comuna Ghelari
RO.05.32195,Comuna Gepiu__Comuna Gepiu
RO.27.116983,Comuna Georghe Doja__Comuna Gheorghe Doja
RO.07.37397,Comuna George Enescu__Comuna George Enescu
RO.21.89561,Comuna Geoagiu__Oraş Geoagiu
RO.08.43242,Comuna Gemenele__Comuna Gemenele
RO.13.57831,Comuna Geaca__Comuna Geaca
RO.36.157031,Comuna Gavojdia__Comuna Gavojdia
RO.29.130302,Comuna Gavanesti__Comuna Găvăneşti
RO.35.153106,Comuna Izvoarele__Comuna Izvoarele
RO.42.103194,Comuna Gaujani__Comuna Găujani
RO.36.157086,Comuna Gataia__Oraş Gãtaia
RO.27.116938,Comuna Ganesti__Comuna Găneşti
RO.43.103130,Comuna Ganeasa__Comuna Găneasa
RO.29.127064,Comuna Ganeasa__Comuna Găneasa
RO.17.72383,Comuna Galicea Mare__Comuna Galicea Mare
RO.39.169994,Comuna Galicea__Comuna Galicea
RO.27.116867,Comuna Galesti__Comuna Găleşti
RO.01.4366,Comuna Galda de Jos__Comuna Galda de Jos
RO.11.46769,Comuna Galbinasi__Comuna Gălbinaşi
RO.41.179962,Comuna Galbinasi__Comuna Gălbinaşi
RO.08.43180,Comuna Galbenu__Comuna Galbenu
RO.20.84460,Comuna Galautas__Comuna Gălăuţaş
RO.06.33275,Comuna Galatii Bistritei__Comuna Galaţii Bistriţei
RO.35.153026,Comuna Galateni__Comuna Gălăţeni
RO.34.148872,Comuna Galanesti__Comuna Gălăneşti
RO.04.22665,Comuna Gaiceana__Comuna Găiceana
RO.38.163903,Comuna Gagesti__Comuna Găgeşti
RO.35.152948,Comuna Furculesti__Comuna Furculeşti
RO.34.148765,Comuna Fundu Moldovei__Comuna Fundu Moldovei
RO.41.103032,Comuna Fundulea__Oraş Fundulea
RO.43.179310,Comuna Fundeni-Dobroesti__Comuna Fundeni-Dobroeşti
RO.18.76353,Comuna Fundeni__Comuna Fundeni
RO.41.103014,Comuna Fundeni__Comuna Fundeni
RO.09.40991,Comuna Fundata__Comuna Fundata
RO.30.133394,Comuna Fulga__Comuna Fulga
RO.38.167231,Comuna Fruntiseni__Comuna Fruntişeni
RO.18.76317,Comuna Frumusita__Comuna Frumuşiţa
RO.07.37324,Comuna Frumusica__Comuna Frumuşica
RO.41.102945,Comuna Frumusani__Comuna Frumuşani
RO.34.148729,Comuna Frumosu__Comuna Frumosu
RO.20.84415,Comuna Frumoasa__Comuna Frumoasa
RO.35.152993,Comuna Frumoasa__Comuna Frumoasa
RO.39.169896,Comuna Francesti-Manastireni__Comuna Frânceşti-Mânăstireni
RO.37.160387,Comuna Frecatei__Comuna Frecăţei
RO.42.102909,Comuna Fratesti__Comuna Frăteşti
RO.34.148694,Comuna Fratautii Vechi__Comuna Frătăuţii Vechi
RO.34.148667,Comuna Fratautii Noi__Comuna Frătăuţii Noi
RO.13.57742,Comuna Frata__Comuna Frata
RO.41.102838,Comuna Frasinet__Comuna Frăsinet
RO.35.155127,Comuna Frasinet__Comuna Frăsinet
RO.34.148612,Comuna Frasin__Oraş Frasin
RO.12.52856,Comuna Forotic__Comuna Forotic
RO.34.148514,Comuna Forasti__Comuna Forăşti
RO.18.76282,Comuna Foltesti__Comuna Folteşti
RO.32.137728,Comuna Foieni__Comuna Foieni
RO.36.157004,Comuna Foeni__Comuna Foeni
RO.23.97063,Comuna Focuri__Comuna Focuri
RO.11.50564,Comuna Florica__Comuna Florica
RO.42.102794,Comuna Floresti-Stoenesti__Comună Floreşti-Stoeneşti
RO.13.57706,Comuna Floresti__Comuna Floreşti
RO.30.133330,Comuna Floresti__Comuna Floreşti
RO.26.111685,Comuna Floresti__Comuna Floreşti
RO.07.37280,Comuna Flamanzi__Oraş Flãmânzi
RO.13.57644,Comuna Fizesu Gherlii__Comuna Fizeşu Gherlii
RO.40.176150,Comuna Fitionesti__Comuna Fitioneşti
RO.18.76255,Comuna Fartanesti__Comuna Fârţăneşti
